1,2,3,4,5,6,8,9,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328
P1_V368_0175,P1,V368,Pursat,Kandieng,Srae Sdok,175,Yes,30-Aug-16,11.05,11.53,,,Completed,,,,,,,,,,,Lay Sreynoch,30-Aug-16,Chhor Lyda,1-Sep-16,Yes,Oy Sreymom,30-Aug-16,Yes,Socheat,11-Sep-16,Yes,Yes,30-Aug-16,6,1985,31,Buddhist,,Primary (1 – 6),,Married or living together,Lower Secondary (7-9),,6,2,4,2,"Surface water (river, dam, lake,",,In own yard/plot,,"Yes, always",Yes,0,0,0,0,Yes,0,0,,No,"Observed, mobile",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,175,0,,Put /rinsed into toilet or latri,,No,Yes,Yes,0,0,0,0,0,0,0,0,Wood,,Parquet or polished wood,,Bamboo / thatch / palm leaf,,Palm / bamboo / thatch,,0,Yes,Yes,0,0,0,0,0,0
P3_V158_3815,P3,V158,Siem Reap,Puok,Mukh Paen,3815,Yes,21-Sep-16,10.35,10.5,,,Completed,,,,,,,,,,,Lay Sreynoch,21-Sep-16,Chhor Lyda,23-Sep-16,Yes,Oy Sreymom,29-Sep-16,Yes,Socheat,7-Oct-16,Yes,Yes,21-Sep-16,8,1994,22,Buddhist,,Lower Secondary (7–9),,Married or living together,Primary (1 - 6),,3,1,2,1,Rainwater,,In own yard/plot,,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Use another household’s latrine,,,,,,0,,Buried,,No,0,0,0,Yes,0,0,Yes,0,0,0,Wood,,Parquet or polished wood,,Metal,,Palm / bamboo / thatch,,0,0,0,0,0,Yes,0,0,0
P1_V97_0224,P1,V97,Pursat,Kandieng,Kanhchor,224,Yes,31-Aug-16,18.22,18.55,,,Completed,,,,,,,,,,,Kruoch Kuy,31-Aug-16,Chhem Bunthy,31-Aug-16,Yes,,,,Vannak,11-Sep-16,Yes,Yes,31-Aug-16,7,1985,31,Buddhist,,Never attended school,,Married or living together,Lower Secondary (7-9),,4,2,2,1,Rainwater,,In own dwelling,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Use another household’s latrine,,,,,,0,,Buried,,No,Yes,0,0,0,0,0,0,0,0,0,Wood,,Parquet or polished wood,,Metal,,Metal,,0,0,0,0,0,0,0,0,Yes
P1_V101_0551,P1,V101,Pursat,Kandieng,Kanhchor,551,Yes,30-Aug-16,16.2,17.05,,,Completed,,,,,,,,,,,It Ponnrith,30-Aug-16,Ong Seyha,30-Aug-16,Yes,Oy Sreymom,31-Aug-16,Yes,Vannak,5-Sep-16,Yes,Yes,30-Aug-16,4,1957,59,Buddhist,,Primary (1 – 6),,Divorced or separated,,,4,2,2,2,Rainwater,,In own yard/plot,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Other,PUT/RINSED IN STREAM,No,Yes,Yes,0,Yes,0,0,Yes,0,0,0,Wood,,Wood planks,,Metal,,Wood planks / shingles,,1,0,0,Yes,0,0,0,0,Yes
P1_V380_0383,P1,V380,Pursat,Kandieng,Srae Sdok,383,Yes,31-Aug-16,12.4,13.19,,,Completed,,,,,,,,,,,Chan Sreymom,31-Aug-16,Chhorn Chanthy,1-Sep-16,Yes,,,,Socheat,18-Nov-16,Yes,Yes,31-Aug-16,1,1988,28,Buddhist,,Lower Secondary (7–9),,Married or living together,Never attended school,,8,4,4,2,Tube well or borehole,,In own yard/plot,,"Yes, sometimes",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Use another household’s latrine,,,,,,0,,Left in the open,,"Yes, expired card",Yes,0,Yes,Yes,0,0,Yes,0,0,0,Wood,,Cement,,Metal,,Metal,,0,0,0,Yes,0,0,0,0,0
P1_V100_0575,P1,V100,Pursat,Kandieng,Kanhchor,575,Yes,30-Aug-16,8.37,9.16,,,Completed,30-Aug-16,,,,,Completed,,,,,Mich Sina,30-Aug-16,Ong Seyha,30-Aug-16,Yes,Oy Sreymom,1-Sep-16,Yes,Vannak,10-Sep-16,Yes,Yes,30-Aug-16,3,1984,33,Buddhist,,Lower Secondary (7–9),,Married or living together,Primary (1 - 6),,6,2,4,1,"Surface water (river, dam, lake,",,Elsewhere,5,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,None,Flush or pour flush to septic ta,,Observed,Yes,,,0,,Put /rinsed into toilet or latri,,No,Yes,Yes,Yes,Yes,0,0,Yes,Yes,Yes,Yes,Wood,,Vinyl or asphalt strips,,Metal,,Wood planks / shingles,,1,0,Yes,Yes,0,0,Yes,Yes,Yes
P1_V416_0167,P1,V416,Pursat,Bakan,Ta Lou,167,Yes,1-Sep-16,14.08,14.3,,,Completed,,,,,,,,,,,Dieb Sreyroth,1-Sep-16,Chhor Lyda,1-Sep-16,Yes,,,,Vannak,10-Sep-16,Yes,Yes,1-Sep-16,6,1992,24,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,3,1,2,1,Rainwater,,Elsewhere,5,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,None,No facility / bush / field,,,,,,0,,Buried,,No,0,0,0,Yes,0,0,0,0,0,Yes,Wood,,Parquet or polished wood,,Metal,,Metal,,0,0,0,0,0,0,0,0,0
P1_V378_0416,P1,V378,Pursat,Kandieng,Srae Sdok,416,Yes,31-Aug-16,11.5,12.25,,,Completed,,,,,,,,,,,Yong Vandy,31-Aug-16,Chhorn Chanthy,1-Sep-16,Yes,,,,Vannak,19-Oct-16,Yes,Yes,31-Aug-16,1,1991,25,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,3,1,2,1,Rainwater,,In own yard/plot,,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,Yes,2,Buried,,No,Yes,0,Yes,Yes,0,0,0,0,0,0,Wood,,Cement,,Metal,,Metal,,0,0,0,Yes,0,0,0,0,0
P1_V421_1082,P1,V421,Pursat,Bakan,Ta Lou,1082,Yes,2-Sep-16,13.4,14.1,,,Completed,,,,,,,,,,,Vong Sokny,2-Sep-16,Chhorn Chanthy,3-Sep-16,Yes,,,,Vannak,5-Sep-16,Yes,Yes,2-Sep-16,8,1990,26,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,7,2,5,1,Rainwater,,In own dwelling,,"Yes, always",Yes,0,0,Yes,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Put / rinsed into drain or ditch,,No,0,0,Yes,Yes,0,0,0,0,Yes,Yes,Wood,,Wood planks,,Clay tiles,,Wood planks / shingles,,1,Yes,Yes,Yes,0,0,Yes,0,0
P1_V4_0210,P1,V4,Pursat,Kandieng,Kanhchor,210,Yes,30-Aug-16,17.45,19.05,,,Completed,,,,,,,,,,,Neur Chanda,30-Aug-16,Chhem Bunthy,30-Aug-16,Yes,,,,Vannak,18-Nov-16,Yes,Yes,30-Aug-16,88,8888,63,Moslim,,Never attended school,,Married or living together,Primary (1 - 6),,3,1,2,1,Tube well or borehole,,In own yard/plot,,"Yes, sometimes",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,None,No facility / bush / field,,,,,,0,,Buried,,"Yes, expired card",0,Yes,0,Yes,0,0,0,0,0,Yes,Wood,,Parquet or polished wood,,Metal,,Wood planks / shingles,,0,0,Yes,Yes,0,0,Yes,0,0
P2_V147_1756,P2,V147,Battambang,Moung Ruessei,Kakaoh,1756,Yes,7-Sep-16,16.02,16.29,,,Completed,,,,,,,,,,,Sot Chakriya,7-Sep-16,Chhem Bunthy,7-Sep-16,Yes,,,,Socheat,16-Sep-16,Yes,Yes,7-Sep-16,2,1985,30,Buddhist,,Lower Secondary (7–9),,Married or living together,Primary (1 - 6),,7,2,5,1,"Surface water (river, dam, lake,",,Elsewhere,10,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, mobile",Water is not available,None,Flush or pour flush to septic ta,,Observed,Yes,,1756,Yes,3,Other,WASHING,No,Yes,0,Yes,Yes,0,0,Yes,0,0,0,Wood,,Parquet or polished wood,,Calamine / cement fiber,,Wood planks / shingles,,1,Yes,Yes,Yes,0,Yes,Yes,0,0
P3_V215_3784,P3,V215,Siem Reap,Puok,Prey Chruk,3784,Yes,20-Sep-16,12.4,13,,,Completed,,,,,,,,,,,Lay Sreynoch,20-Sep-16,Chhor Lyda,21-Sep-16,Yes,Oy Sreymom,22-Sep-16,Yes,Vannak,5-Oct-16,Yes,Yes,20-Sep-16,4,1983,33,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,5,2,3,2,Rainwater,,In own yard/plot,,No,0,0,0,0,0,0,0,0,,,"Observed, mobile",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to pit latri,,Observed,Yes,,,0,,Other,BURN,"Yes, not observed card",Yes,0,0,Yes,0,0,0,0,0,0,Wood,,Parquet or polished wood,,Metal,,Palm / bamboo / thatch,,1,0,Yes,0,0,0,0,0,0
P1_V373_0289,P1,V373,Pursat,Kandieng,Srae Sdok,289,Yes,31-Aug-16,12.4,13.15,,,Completed,,,,,,,,,,,Ra Romphoun,31-Aug-16,Chhem Bunthy,31-Aug-16,Yes,,,,Socheat,7-Sep-16,Yes,Yes,31-Aug-16,4,1979,34,Buddhist,,Never attended school,,Married or living together,Primary (1 - 6),,6,4,2,1,Tube well or borehole,,Elsewhere,5,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",No facility / bush / field,,,,,,0,,Buried,,"Yes, expired card",0,0,0,0,0,0,0,0,0,0,Wood,,Wood planks,,Metal,,Metal,,0,0,0,0,0,0,0,0,0
P3_V139_4988,P3,V139,Siem Reap,Puok,Khnat,4988,Yes,17-Sep-16,9.46,10.2,,,Completed,,,,,,,,,,,Sum Chaya,17-Sep-16,Chhorn Chanthy,20-Sep-16,Yes,Oy Sreymom,28-Sep-16,Yes,Socheat,4-Oct-16,Yes,Yes,17-Sep-16,3,1956,58,Buddhist,,Primary (1 – 6),,Widow,,,4,2,2,1,Unprotected dug well,,In own yard/plot,,"Yes, always",0,0,0,Yes,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Put /rinsed into toilet or latri,,"Yes, not observed card",Yes,0,Yes,Yes,0,0,0,0,0,0,Wood,,Wood planks,,Clay tiles,,Wood planks / shingles,,1,0,Yes,Yes,0,0,0,0,0
P1_V418_0106,P1,V418,Pursat,Bakan,Ta Lou,106,Yes,1-Sep-16,10.15,,1-Sep-16,11.3,Absent for duration of study,1-Sep-16,11.35,,1-Sep-16,15.35,Absent for duration of study,1-Sep-16,15.33,16.4,Completed,Leng Sokny,1-Sep-16,Chhor Lyda,5-Sep-16,Yes,,,,Vannak,9-Sep-16,Yes,Yes,1-Sep-16,2,1981,35,Buddhist,,Upper Secondary (10–12),,Married or living together,Never attended school,,4,2,2,1,Rainwater,,In own yard/plot,,"Yes, always",Yes,0,0,0,0,0,Yes,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to pit latri,,Observed,Yes,,,0,,Put /rinsed into toilet or latri,,"Yes, not observed card",0,Yes,0,Yes,0,0,Yes,0,0,0,Wood,,Parquet or polished wood,,Metal,,Wood planks / shingles,,0,0,Yes,Yes,0,0,0,0,0
P3_V134_4970,P3,V134,Siem Reap,Puok,Khnat,4970,Yes,16-Sep-16,9.4,10.12,,,Completed,,,,,,,,,,,Khat Srey Chen,16-Sep-16,Chhorn Chanthy,17-Sep-16,Yes,Oy Sreymom,21-Sep-16,Yes,Vannak,3-Oct-16,Yes,Yes,16-Sep-16,6,1992,24,Buddhist,,Lower Secondary (7–9),,Married or living together,Primary (1 - 6),,6,4,2,1,Tube well or borehole,,In own yard/plot,,"Yes, always",0,0,0,Yes,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to pit latri,,Observed,Yes,,,0,,Other,THROWN INTO FIELD,No,Yes,0,0,Yes,0,0,0,0,0,0,Wood,,Cement,,Bamboo / thatch / palm leaf,,Palm / bamboo / thatch,,0,0,Yes,Yes,0,0,0,0,0
P1_V97_0219,P1,V97,Pursat,Kandieng,Kanhchor,219,Yes,30-Aug-16,10.15,11.15,,,Completed,,,,,,,,,,,Ra Romphoun,30-Aug-16,Chhem Bunthy,30-Aug-16,Yes,,,,Vannak,18-Nov-16,Yes,Yes,30-Aug-16,11,1979,37,Buddhist,,Primary (1 – 6),,Married or living together,Upper Secondary (10-12),,5,2,3,1,"Surface water (river, dam, lake,",,Elsewhere,60,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Use another household’s latrine,,,,,,0,,Left in the open,,No,Yes,0,0,Yes,0,0,0,0,0,0,Wood,,Ceramic tiles,,Metal,,Metal,,1,0,0,Yes,0,0,0,0,Yes
P3_V161_5054,P3,V161,Siem Reap,Puok,Mukh Paen,5054,Yes,19-Sep-16,10.02,10.38,,,Completed,,,,,,,,,,,Pok Sophea,19-Sep-16,Chhorn Chanthy,21-Sep-16,Yes,,,,Socheat,6-Oct-16,Yes,Yes,19-Sep-16,4,1988,29,Buddhist,,Primary (1 – 6),,Married or living together,Lower Secondary (7-9),,7,1,6,1,Rainwater,,In own dwelling,,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,5054,0,,Put /rinsed into toilet or latri,,No,Yes,Yes,Yes,Yes,0,0,0,0,0,0,Wood,,Cement,,Metal,,Cement blocks,,2,Yes,Yes,Yes,0,Yes,0,0,0
P1_V416_0121,P1,V416,Pursat,Bakan,Ta Lou,121,Yes,1-Sep-16,,,1-Sep-16,10.2,Absent for duration of study,1-Sep-16,,,1-Sep-16,11.02,Absent for duration of study,1-Sep-16,14.45,15.09,Completed,Veng Daline,1-Sep-16,Chhor Lyda,5-Sep-16,Yes,,,,Socheat,9-Sep-16,Yes,Yes,1-Sep-16,8,1989,27,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,4,2,2,1,Rainwater,,In own yard/plot,,"Yes, sometimes",Yes,0,0,0,0,0,Yes,0,,No,"Observed, fixed place",Water is available,None,No facility / bush / field,,,,,,0,,Left in the open,,No,0,0,0,Yes,0,0,0,0,0,Yes,Wood,,Parquet or polished wood,,Metal,,Wood planks / shingles,,0,0,Yes,0,0,Yes,0,0,0
P1_V421_1091,P1,V421,Pursat,Bakan,Ta Lou,1091,Yes,2-Sep-16,9.3,9.51,,,Completed,,,,,,,,,,,Khat Srey Chen,2-Sep-16,Chhorn Chanthy,3-Sep-16,Yes,,,,Vannak,5-Sep-16,Yes,Yes,2-Sep-16,1,1987,28,Buddhist,,Primary (1 – 6),,Married or living together,Lower Secondary (7-9),,4,2,2,1,Rainwater,,In own dwelling,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,None,Use another household’s latrine,,,,,,0,,Left in the open,,No,0,0,0,Yes,0,0,0,0,0,Yes,Wood,,Wood planks,,Metal,,Wood planks / shingles,,0,0,Yes,0,0,0,0,0,0
P1_V415_0688,P1,V415,Pursat,Bakan,Ta Lou,688,Yes,1-Sep-16,13.52,14.17,,,Completed,,,,,,,,,,,Sroy Theary,1-Sep-16,Ong Seyha,1-Sep-16,Yes,,,,Socheat,11-Sep-16,Yes,Yes,1-Sep-16,7,1985,29,Buddhist,,Primary (1 – 6),,Married or living together,Lower Secondary (7-9),,5,3,2,1,Rainwater,,In own yard/plot,,"Yes, always",0,0,0,0,0,Yes,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to pit latri,,Observed,Yes,,,0,,Buried,,No,Yes,0,Yes,Yes,0,0,0,0,Yes,0,Charcoal,,Parquet or polished wood,,Metal,,Wood planks / shingles,,0,Yes,Yes,Yes,0,0,0,0,0
P1_V103_0553,P1,V103,Pursat,Kandieng,Kanhchor,553,Yes,30-Aug-16,14.4,15.08,,,Completed,,,,,,,,,,,Phorn Somaly,30-Aug-16,Ong Seyha,30-Aug-16,Yes,Oy Sreymom,31-Aug-16,Yes,Vannak,3-Sep-16,Yes,Yes,30-Aug-16,4,1986,30,Buddhist,,Primary (1 – 6),,Married or living together,Lower Secondary (7-9),,4,2,2,1,"Surface water (river, dam, lake,",,Elsewhere,5,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, mobile",Water is available,None,Use another household’s latrine,,,,,,0,,Buried,,No,0,Yes,0,0,0,0,0,0,0,0,Wood,,Wood planks,,Metal,,Palm / bamboo / thatch,,0,0,Yes,0,0,0,0,0,0
P1_V102_0566,P1,V102,Pursat,Kandieng,Kanhchor,566,Yes,30-Aug-16,11.34,12.03,,,Completed,,,,,,,,,,,Chum Sophea,30-Aug-16,Ong Seyha,30-Aug-16,Yes,,,,Socheat,3-Sep-16,Yes,Yes,30-Aug-16,3,1997,20,Moslim,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,3,1,2,1,Rainwater,,In own dwelling,,No,0,0,0,0,0,0,0,0,,,"Observed, mobile",Water is available,None,No facility / bush / field,,,,,,0,,Buried,,No,Yes,0,Yes,0,0,0,Yes,0,0,0,Wood,,Parquet or polished wood,,Clay tiles,,Wood planks / shingles,,1,Yes,Yes,Yes,0,0,0,0,0
P1_V104_0585,P1,V104,Pursat,Kandieng,Kanhchor,585,Yes,30-Aug-16,10.15,10.5,,,Completed,,,,,,,,,,,Keo Chandararoth,30-Aug-16,Ong Seyha,30-Aug-16,Yes,Oy Sreymom,31-Aug-16,Yes,Socheat,19-Oct-16,Yes,Yes,30-Aug-16,7,1994,22,Moslim,,Primary (1 – 6),,Divorced or separated,,,2,1,1,1,Rainwater,,Elsewhere,5,"Yes, sometimes",Yes,0,0,0,0,Yes,0,0,,No,"Observed, mobile",Water is available,"Soap or detergent (bar, liquid,",No facility / bush / field,,,,,,0,,Buried,,No,0,0,0,Yes,0,0,0,0,0,Yes,Wood,,Parquet or polished wood,,Metal,,Wood planks / shingles,,0,0,Yes,0,0,0,0,0,0
P1_V419_0103,P1,V419,Pursat,Bakan,Ta Lou,103,Yes,1-Sep-16,10.5,11.12,,,Completed,,,,,,,,,,,Hay Davann,1-Sep-16,Chhor Lyda,5-Sep-16,Yes,,,,Vannak,9-Sep-16,Yes,Yes,1-Sep-16,4,1989,27,Buddhist,,Lower Secondary (7–9),,Married or living together,Lower Secondary (7-9),,4,2,2,1,Rainwater,,In own yard/plot,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Use another household’s latrine,,,,,,0,,Left in the open,,No,Yes,0,0,Yes,0,0,0,0,Yes,0,Charcoal,,Parquet or polished wood,,Metal,,Wood planks / shingles,,0,0,0,0,0,0,0,0,0
P1_V421_1092,P1,V421,Pursat,Bakan,Ta Lou,1092,Yes,2-Sep-16,10.2,10.45,,,Completed,,,,,,,,,,,Khat Srey Chen,2-Sep-16,Chhorn Chanthy,3-Sep-16,Yes,,,,Vannak,7-Sep-16,Yes,Yes,2-Sep-16,12,1995,21,Buddhist,,Primary (1 – 6),,Married or living together,Lower Secondary (7-9),,5,3,2,1,Rainwater,,In own dwelling,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,Yes,1,Buried,,No,Yes,0,Yes,Yes,0,0,Yes,0,0,0,Wood,,Wood planks,,Metal,,Wood planks / shingles,,0,0,Yes,Yes,0,0,Yes,0,0
P3_V137_5024,P3,V137,Siem Reap,Puok,Khnat,5024,Yes,17-Sep-16,15.11,15.38,,,Completed,,,,,,,,,,,Chhay Leangchheng,17-Sep-16,Chhorn Chanthy,20-Sep-16,Yes,,,,Socheat,13-Oct-16,Yes,Yes,17-Sep-16,4,1988,28,Buddhist,,Upper Secondary (10–12),,Married or living together,Higher,,8,4,4,1,Tube well or borehole,,In own yard/plot,,"Yes, always",Yes,0,0,Yes,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Buried,,No,Yes,0,Yes,Yes,0,0,Yes,0,Yes,0,Wood,,Ceramic tiles,,Metal,,Cement blocks,,1,0,Yes,Yes,0,0,0,0,0
P3_V324_2363,P3,V324,Siem Reap,Srei Snam,Slaeng Spean,2363,Yes,15-Sep-16,13.45,14.04,,,Completed,,,,,,,,,,,Leang Satry,15-Sep-16,Chhem Bunthy,15-Sep-16,Yes,,,,Vannak,26-Sep-16,Yes,Yes,15-Sep-16,9,1982,34,Buddhist,,Never attended school,,Married or living together,Primary (1 - 6),,5,2,3,1,Rainwater,,In own yard/plot,,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,None,Use another household’s latrine,,,,,,0,,Put /rinsed into toilet or latri,,"Yes, not observed card",0,0,0,0,0,0,0,0,0,Yes,Wood,,Earth / Sand / Clay,,Metal,,Metal,,0,0,0,0,0,0,0,0,0
P2_V81_1740,P2,V81,Battambang,Moung Ruessei,Kakaoh,1740,Yes,7-Sep-16,15.04,15.36,,,Completed,,,,,,,,,,,Ra Romphoun,7-Sep-16,Chhem Bunthy,7-Sep-16,Yes,Oy Sreymom,10-Sep-16,Yes,Socheat,15-Sep-16,Yes,Yes,7-Sep-16,88,8888,35,Buddhist,,Primary (1 – 6),,Married or living together,Upper Secondary (10-12),,5,3,2,1,"Surface water (river, dam, lake,",,Elsewhere,10,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Use another household’s latrine,,,,,,0,,Put /rinsed into toilet or latri,,No,0,0,0,Yes,0,0,Yes,0,0,Yes,Wood,,Wood planks,,Metal,,Metal,,1,0,0,0,0,0,0,0,0
P3_V320_3594,P3,V320,Siem Reap,Srei Snam,Slaeng Spean,3594,Yes,15-Sep-16,12.59,13.2,,,Completed,,,,,,,,,,,Cheat Chansolinda,15-Sep-16,Chhem Bunthy,15-Sep-16,Yes,,,,Vannak,28-Sep-16,Yes,Yes,15-Sep-16,3,1995,22,Buddhist,,Lower Secondary (7–9),,Married or living together,Primary (1 - 6),,4,2,2,2,Rainwater,,In own yard/plot,,"Yes, sometimes",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,None,No facility / bush / field,,,,,,0,,Buried,,No,0,0,0,Yes,0,0,0,0,0,0,Wood,,Earth / Sand / Clay,,Metal,,Wood planks / shingles,,0,0,0,0,0,0,0,0,Yes
P3_V141_5044,P3,V141,Siem Reap,Puok,Khnat,5044,Yes,17-Sep-16,10.34,10.45,,,Completed,,,,,,,,,,,Treng Sokea,17-Sep-16,Chhorn Chanthy,20-Sep-16,Yes,,,,Socheat,13-Oct-16,Yes,Yes,17-Sep-16,10,1988,28,Buddhist,,Upper Secondary (10–12),,Married or living together,Higher,,12,5,7,2,Tube well or borehole,,In own yard/plot,,"Yes, always",0,0,0,Yes,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,5044,0,,Put /rinsed into toilet or latri,,No,Yes,Yes,Yes,Yes,0,Yes,Yes,0,0,0,Wood,,Parquet or polished wood,,Clay tiles,,Wood planks / shingles,,5,Yes,Yes,Yes,0,0,0,0,0
P3_V208_3727,P3,V208,Siem Reap,Puok,Prey Chruk,3727,Yes,20-Sep-16,11,11.2,,,Completed,,,,,,,,,,,Phang Pinan,20-Sep-16,Chhor Lyda,21-Sep-16,Yes,,,,Vannak,7-Oct-16,Yes,Yes,20-Sep-16,10,1979,36,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,4,2,2,1,Rainwater,,In own yard/plot,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Use another household’s latrine,,,,,,0,,Buried,,No,0,0,0,0,0,0,0,0,0,Yes,Wood,,Parquet or polished wood,,Metal,,Metal,,0,0,0,0,0,0,0,0,0
P3_V129_3854,P3,V209,Siem Reap,Puok,Prey Chruk,3854,Yes,21-Sep-16,11.19,11.36,,,Completed,,,,,,,,,,,Leng Sokny,21-Sep-16,Chhor Lyda,22-Sep-16,Yes,,,,Socheat,13-Oct-16,Yes,Yes,21-Sep-16,1,1966,54,Buddhist,,Never attended school,,Married or living together,Primary (1 - 6),,7,2,5,1,Rainwater,,In own yard/plot,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,None,Flush or pour flush to septic ta,,Observed,Yes,,3854,0,,Other,BURNING,No,Yes,0,Yes,Yes,0,0,Yes,0,0,0,Wood,,Parquet or polished wood,,Clay tiles,,Wood planks / shingles,,1,0,Yes,Yes,0,Yes,0,0,0
P3_V213_5252,P3,V213,Siem Reap,Puok,Prey Chruk,5252,Yes,15-Sep-16,11,11.45,,,Completed,,,,,,,,,,,Phang Pinan,15-Sep-16,Chhor Lyda,16-Sep-16,Yes,,,,Vannak,26-Sep-16,Yes,Yes,15-Sep-16,10,1970,45,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,5,4,1,2,Rainwater,,In own yard/plot,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Use another household’s latrine,,,,,,0,,Buried,,No,0,0,0,Yes,0,0,Yes,0,0,Yes,Wood,,Parquet or polished wood,,Metal,,Wood planks / shingles,,1,0,Yes,Yes,0,Yes,0,0,0
P3_V77_3667,P3,V77,Siem Reap,Puok,Kaev Poar,3667,Yes,17-Sep-16,11.07,11.32,,,Completed,,,,,,,,,,,Chhuoy Socheat,17-Sep-16,Chhor Lyda,18-Sep-16,Yes,,,,Socheat,4-Oct-16,Yes,Yes,17-Sep-16,4,1996,20,Buddhist,,Primary (1 – 6),,Married or living together,Don't know,,4,2,2,1,Tube well or borehole,,Elsewhere,10,"Yes, always",0,0,0,Yes,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Use another household’s latrine,,,,,,0,,Other,THROWN INTO FIELD,"Yes, observed card",0,0,0,Yes,0,0,0,0,0,0,Wood,,Parquet or polished wood,,Bamboo / thatch / palm leaf,,Palm / bamboo / thatch,,0,0,Yes,0,0,0,0,0,0
